time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2022-03-03T15:00,41.2,36,0.000,13.4,298,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-03T16:00,40.5,34,0.000,14.3,301,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-03T17:00,38.3,32,0.000,15.0,305,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-03T18:00,35.9,34,0.000,14.4,314,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-03T19:00,33.2,36,0.000,14.4,324,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-03T20:00,32.8,38,0.000,12.8,322,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-03T21:00,31.1,42,0.000,11.9,322,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-03T22:00,29.6,41,0.000,12.5,327,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-03T23:00,28.1,43,0.000,11.8,335,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T00:00,26.2,47,0.000,11.7,340,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T01:00,24.1,51,0.000,11.8,345,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T02:00,22.6,54,0.000,9.9,347,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T03:00,21.6,56,0.000,8.9,348,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T04:00,20.9,58,0.000,7.7,350,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T05:00,20.4,59,0.000,6.5,352,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T06:00,20.2,62,0.000,5.2,353,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T07:00,20.0,64,0.000,4.3,339,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T08:00,22.0,53,0.000,2.4,319,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T09:00,23.9,51,0.000,2.9,302,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T10:00,25.5,51,0.000,2.9,293,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T11:00,27.8,49,0.000,3.4,266,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T12:00,30.3,45,0.000,3.7,253,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T13:00,32.6,40,0.000,5.7,225,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T14:00,33.5,39,0.000,7.9,220,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T15:00,33.5,39,0.000,9.4,220,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T16:00,33.2,42,0.000,9.8,221,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T17:00,32.3,48,0.000,9.6,208,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T18:00,31.1,57,0.000,8.2,191,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T19:00,29.0,67,0.000,8.5,194,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T20:00,29.7,68,0.000,10.0,190,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T21:00,30.1,63,0.000,7.1,200,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T22:00,30.3,55,0.000,6.4,231,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-04T23:00,29.8,61,0.000,5.0,260,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T00:00,29.4,68,0.000,3.3,254,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T01:00,29.7,70,0.000,4.1,261,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T02:00,27.2,81,0.000,2.9,266,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T03:00,26.7,84,0.000,2.8,256,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T04:00,27.4,82,0.000,3.6,248,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T05:00,27.1,79,0.000,3.2,258,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T06:00,25.6,84,0.000,3.7,287,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T07:00,26.3,86,0.000,3.3,312,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T08:00,30.2,83,0.000,3.6,47,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T09:00,33.6,68,0.000,3.8,40,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T10:00,36.1,54,0.000,2.8,61,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T11:00,38.9,45,0.000,0.9,76,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T12:00,41.5,39,0.000,1.6,188,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T13:00,42.4,38,0.000,3.6,184,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T14:00,42.6,41,0.000,5.6,196,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T15:00,42.4,45,0.000,7.4,201,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T16:00,41.3,50,0.000,7.9,200,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T17:00,39.9,57,0.000,7.9,173,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T18:00,38.2,65,0.000,7.6,166,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T19:00,37.1,66,0.000,8.1,164,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T20:00,37.3,65,0.000,8.2,163,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T21:00,36.4,72,0.000,7.4,164,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T22:00,38.0,72,0.000,6.5,158,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-05T23:00,39.7,71,0.000,6.7,159,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T00:00,41.2,73,0.000,6.5,149,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T01:00,42.0,80,0.000,6.7,154,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T02:00,42.6,85,0.000,4.3,145,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T03:00,41.8,91,0.000,3.0,132,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T04:00,42.2,93,0.000,3.4,157,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T05:00,43.4,95,0.000,7.5,192,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T06:00,45.2,97,0.000,10.6,202,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T07:00,47.1,97,0.000,10.5,204,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T08:00,49.5,97,0.000,10.6,229,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T09:00,50.5,98,0.000,11.5,224,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T10:00,54.5,94,0.004,14.1,227,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T11:00,56.3,92,0.004,16.0,234,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T12:00,59.5,89,0.008,17.6,237,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T13:00,59.5,92,0.008,15.0,231,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T14:00,61.6,88,0.004,14.2,218,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T15:00,62.6,85,0.000,16.2,217,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T16:00,62.7,89,0.016,17.3,216,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T17:00,62.3,84,0.000,18.7,216,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T18:00,61.8,80,0.000,17.4,218,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T19:00,61.2,81,0.000,17.7,223,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T20:00,56.2,90,0.000,16.0,203,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T21:00,56.1,90,0.000,16.3,212,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T22:00,58.3,84,0.000,16.3,224,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-06T23:00,62.3,75,0.000,17.5,230,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T00:00,62.7,73,0.000,17.8,230,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T01:00,62.6,68,0.000,17.1,239,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T02:00,62.0,66,0.000,14.8,239,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T03:00,59.6,74,0.000,12.2,244,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T04:00,57.6,81,0.000,11.7,246,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T05:00,56.8,84,0.000,11.5,246,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T06:00,55.1,90,0.000,8.5,264,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T07:00,52.4,96,0.000,5.6,268,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T08:00,53.4,91,0.000,2.7,318,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T09:00,57.2,86,0.000,1.4,141,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T10:00,61.4,74,0.000,5.1,135,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T11:00,64.2,76,0.000,5.5,159,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T12:00,62.5,70,0.000,9.4,180,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T13:00,63.0,68,0.000,12.3,182,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T14:00,64.2,69,0.000,14.3,190,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T15:00,63.9,71,0.000,15.3,195,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T16:00,59.5,79,0.000,16.8,196,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T17:00,60.3,78,0.000,16.9,198,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T18:00,58.4,82,0.000,19.0,200,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T19:00,59.9,81,0.008,20.8,197,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T20:00,58.2,91,0.004,17.0,198,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T21:00,57.6,89,0.004,19.1,202,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T22:00,60.8,79,0.000,21.5,211,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-07T23:00,59.3,99,0.063,20.8,261,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T00:00,56.2,93,0.043,20.3,277,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T01:00,48.0,68,0.000,19.5,300,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T02:00,43.4,64,0.000,14.2,292,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T03:00,41.0,64,0.000,14.2,286,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T04:00,39.7,63,0.000,14.8,288,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T05:00,38.4,61,0.000,15.1,288,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T06:00,37.4,60,0.000,14.4,285,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T07:00,36.6,58,0.000,15.2,287,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T08:00,38.8,48,0.000,18.2,296,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T09:00,38.6,44,0.000,19.7,309,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T10:00,40.3,41,0.000,19.2,311,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T11:00,41.1,44,0.000,19.3,308,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T12:00,41.3,42,0.000,17.6,307,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T13:00,42.1,39,0.000,15.8,305,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T14:00,43.6,35,0.000,13.1,303,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T15:00,44.3,34,0.000,11.5,299,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T16:00,44.6,34,0.000,10.1,292,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T17:00,43.9,36,0.000,9.3,290,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T18:00,42.6,40,0.000,7.9,286,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T19:00,39.8,50,0.000,6.7,285,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T20:00,38.0,56,0.000,4.3,276,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T21:00,38.5,58,0.000,4.0,286,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T22:00,37.3,62,0.000,4.6,331,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-08T23:00,36.4,65,0.000,2.8,342,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T00:00,36.2,66,0.000,2.5,333,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T01:00,34.7,76,0.000,3.3,344,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T02:00,36.1,67,0.000,1.9,45,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T03:00,35.6,71,0.000,2.9,67,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T04:00,35.5,71,0.000,5.5,102,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T05:00,35.5,67,0.000,6.0,105,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T06:00,35.9,66,0.000,5.6,113,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T07:00,36.1,73,0.004,6.6,118,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T08:00,34.9,97,0.008,6.9,126,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T09:00,35.4,100,0.028,9.5,137,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T10:00,36.0,100,0.024,8.4,130,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T11:00,35.9,100,0.051,9.3,127,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T12:00,35.8,100,0.075,9.2,116,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T13:00,35.7,100,0.087,9.3,100,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T14:00,35.5,100,0.039,10.7,78,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T15:00,35.4,100,0.079,10.1,68,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T16:00,34.8,100,0.067,13.0,66,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T17:00,34.7,100,0.051,11.1,52,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T18:00,34.4,100,0.039,13.0,44,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T19:00,34.1,100,0.039,13.8,32,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T20:00,34.1,99,0.020,10.8,13,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T21:00,35.3,97,0.000,9.8,11,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T22:00,35.5,95,0.000,10.2,9,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-09T23:00,35.3,93,0.000,7.4,14,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T00:00,34.3,95,0.000,5.8,360,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T01:00,33.9,95,0.000,5.2,350,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T02:00,33.3,95,0.000,3.9,336,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T03:00,33.0,95,0.000,4.9,321,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T04:00,32.1,95,0.000,4.8,304,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T05:00,31.7,96,0.000,4.5,303,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T06:00,31.2,97,0.000,4.2,302,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T07:00,31.1,98,0.000,4.9,313,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T08:00,32.6,99,0.000,3.3,298,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T09:00,33.8,95,0.000,2.7,305,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T10:00,36.4,90,0.000,4.2,328,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T11:00,38.9,82,0.000,4.5,323,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T12:00,41.7,66,0.000,4.3,313,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T13:00,43.5,56,0.000,4.3,317,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T14:00,45.2,52,0.000,2.7,312,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T15:00,47.2,48,0.000,0.6,315,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T16:00,48.9,43,0.000,0.9,45,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T17:00,48.2,47,0.000,1.8,150,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T18:00,45.0,63,0.000,5.2,173,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T19:00,41.1,71,0.000,7.8,192,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T20:00,38.9,76,0.000,6.0,207,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T21:00,38.9,74,0.000,4.8,217,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T22:00,38.0,76,0.000,5.7,231,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-10T23:00,36.9,77,0.000,4.7,245,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T00:00,36.1,79,0.000,4.5,250,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T01:00,35.3,82,0.000,5.4,270,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T02:00,34.6,83,0.000,4.3,258,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T03:00,34.7,83,0.000,4.0,270,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T04:00,34.6,83,0.000,3.6,266,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T05:00,34.4,84,0.000,3.4,259,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T06:00,32.6,86,0.000,3.7,245,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T07:00,31.0,87,0.000,4.4,229,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T08:00,34.9,81,0.000,2.6,211,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T09:00,39.8,75,0.000,2.8,135,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T10:00,44.6,59,0.000,0.7,288,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T11:00,47.1,49,0.000,1.6,315,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T12:00,48.7,53,0.000,1.9,36,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T13:00,50.3,51,0.000,2.1,72,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T14:00,51.1,47,0.000,3.0,117,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T15:00,50.7,45,0.000,6.1,147,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T16:00,48.7,44,0.000,9.3,163,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T17:00,46.7,47,0.000,8.9,158,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T18:00,44.3,65,0.000,8.3,156,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T19:00,40.7,90,0.000,8.1,164,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T20:00,39.3,97,0.000,9.6,152,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T21:00,39.9,98,0.000,8.2,151,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T22:00,40.0,98,0.000,8.3,156,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-11T23:00,40.7,98,0.000,7.3,149,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T00:00,41.4,98,0.000,6.5,146,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T01:00,43.0,98,0.000,6.6,152,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T02:00,44.3,98,0.000,7.0,158,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T03:00,44.8,99,0.004,6.3,203,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T04:00,44.8,99,0.020,7.2,173,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T05:00,44.5,99,0.000,8.1,177,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T06:00,43.8,99,0.000,4.6,209,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T07:00,43.4,100,0.000,3.8,220,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T08:00,44.7,100,0.000,2.1,148,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T09:00,45.5,100,0.008,3.2,82,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T10:00,45.5,100,0.142,3.9,329,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T11:00,44.3,100,0.122,11.9,311,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T12:00,34.2,100,0.146,19.5,343,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T13:00,32.8,100,0.126,19.7,339,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T14:00,31.8,90,0.071,18.9,331,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T15:00,31.3,77,0.016,17.7,325,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T16:00,32.0,65,0.004,20.1,318,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T17:00,30.9,62,0.004,19.6,313,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T18:00,28.4,59,0.012,20.7,304,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T19:00,26.3,57,0.008,21.6,306,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T20:00,26.1,57,0.004,22.2,308,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T21:00,26.6,44,0.004,24.4,302,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T22:00,26.3,39,0.000,25.4,297,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-12T23:00,24.8,40,0.000,24.7,296,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T00:00,24.1,43,0.000,23.7,295,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T01:00,23.5,48,0.004,22.6,287,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T02:00,23.3,46,0.004,24.5,288,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T03:00,22.7,48,0.004,23.5,292,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T04:00,22.4,48,0.000,21.6,289,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T05:00,22.7,46,0.000,23.5,292,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T06:00,22.2,52,0.000,19.8,294,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T07:00,22.7,54,0.000,17.5,293,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T08:00,24.1,51,0.000,15.5,290,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T09:00,25.4,49,0.000,15.0,290,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T10:00,27.2,47,0.000,12.5,288,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T11:00,29.4,42,0.000,11.8,285,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T12:00,31.3,42,0.000,11.3,263,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T13:00,33.0,38,0.000,13.1,256,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T14:00,34.5,36,0.000,13.1,247,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T15:00,35.0,34,0.000,13.9,240,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T16:00,35.2,35,0.000,13.7,230,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T17:00,35.1,37,0.000,13.7,230,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T18:00,35.0,37,0.000,13.5,231,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T19:00,33.5,46,0.004,12.8,241,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T20:00,28.7,67,0.004,11.2,254,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T21:00,28.7,66,0.004,11.4,247,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
2022-03-13T22:00,28.0,67,0.000,10.3,246,40.878735,-73.357025,24.0,-14400,America/New_York,EDT
